UNIQUE_NUMBER,SPECIES,DEER_SEX,ESTIMATED_BIRTH_DATE,HOW_ADDED,ADDED_DATE,SOURCE_FACILITY,HOW_REMOVED,REMOVED_DATE,DESTINATION_FID,DESTINATION_TYPE,REPORTED_DEATH_DATE,CAUSE_OF_DEATH,FACILITY_WHERE_DEAD,POSTMORT_TEST_RESULT,POSTMORT_SMPL_CLLCTN_DATE,POSTMORT_TISSUE_TYPE,ANTEMORT_TEST_RESULT,ANTEMORT_SMPL_CLLCTN_DATE,ANTEMORT_FCLTY_WHERE_TESTED,ANTEMORT_TISSUE_TYPE
RV4X,White-Tailed Deer,F,6/18/2014,Transferred,4/10/2015,1427B,Transferred,3/25/2019,2577B,B,,,,,,,Ante-mortem Rectal,11/1/2023,2577B,Not detected
RV5C,White-Tailed Deer,F,6/18/2014,Transferred,4/10/2015,1427B,Transferred,3/26/2018,5070B,B,10/16/2022,Accidental Death or Injury,5070B,Post-mortem Obex and RLN,10/17/2022,Obex and RLN Not Detected,Ante-mortem Rectal,10/8/2022,5070B,Not detected
RV5L,White-Tailed Deer,F,6/19/2014,Transferred,4/10/2015,1427B,Transferred,2/7/2020,14583B,B,1/22/2022,Natural Causes or Weather Related,20828B,Post-mortem Obex and RLN,1/24/2022,Obex and RLN Not Detected,Ante-mortem Rectal,7/26/2016,10953B,Not detected
RV5V,White-Tailed Deer,M,6/20/2014,Transferred,12/7/2016,1427B,Death,11/3/2019,,,11/3/2019,Natural Causes or Weather Related,10953B,Post-mortem Obex and RLN,11/30/2019,"Obex Location, RLN Not Detected",Ante-mortem Rectal,6/9/2017,10953B,Not detected
RV6H,White-Tailed Deer,F,6/24/2014,Transferred,4/27/2021,13788B,,,,,,,,,,,Ante-mortem Rectal,10/6/2023,10953B,Not detected
RV74,White-Tailed Deer,M,7/3/2014,Transferred,4/10/2015,1427B,Transferred,8/29/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
RV75,White-Tailed Deer,F,7/3/2014,Transferred,4/10/2015,1427B,Transferred,3/26/2018,5070B,B,,,,,,,Ante-mortem Rectal,10/8/2022,5070B,Not detected
RV77,White-Tailed Deer,F,7/4/2014,Transferred,4/10/2015,1427B,Transferred,3/18/2018,4992R,R,,,,,,,,,,
RY2G,White-Tailed Deer,F,5/21/2014,Transferred,5/10/2019,1427B,Transferred,4/14/2022,17833B,B,7/19/2023,Culled for CWD Testing,17833B,Post-mortem Obex and RLN,7/20/2023,Obex and RLN Not Detected,,,,
RY6K,White-Tailed Deer,F,7/8/2016,Transferred,3/16/2017,2027B,Death,11/23/2017,,,11/23/2017,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,11/23/2017,"Obex Location, RLN Not Detected",,,,
RY96,White-Tailed Deer,F,7/28/2014,Transferred,3/2/2018,2557B,Transferred,3/25/2020,1807B,B,,,,,,,Ante-mortem Rectal,8/9/2016,2557B,Not detected
TA0J,White-Tailed Deer,F,6/14/2019,Transferred,2/11/2020,3496B,Death,7/24/2023,,,7/24/2023,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,7/24/2023,Obex and RLN Not Detected,,,,
TH67,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,2/23/2020,9248B,B,10/2/2020,Unknown Cause,9248B,Post-mortem Obex and RLN,10/2/2020,Obex and RLN Not Detected,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH68,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,4/13/2019,4810R,R,,,,,,,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH69,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,4/9/2020,17923B,B,,,,,,,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH6B,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,4/13/2019,4810R,R,,,,,,,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH6C,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/10/2018,4810R,R,,,,,,,,,,
TH6F,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,10/29/2021,17781B,B,,,,,,,,,,
TH6G,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/10/2018,4810R,R,,,,,,,,,,
TH6H,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
TH6J,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,5/15/2019,3963R,R,,,,,,,,,,
TH6K,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
TH6L,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/30/2018,1689B,B,7/21/2023,Culled for CWD Testing,17777B,Post-mortem Obex and RLN,7/21/2023,Obex and RLN Not Detected,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH6M,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
TH6N,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
TH6P,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
TH6Q,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/12/2018,11499R,R,,,,,,,,,,
TH6R,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
TH6T,White-Tailed Deer,F,7/10/2017,Birth,7/10/2017,,Transferred,4/9/2020,17923B,B,6/8/2021,Accidental Death or Injury,17923B,Post-mortem Obex and RLN,6/8/2021,Obex and RLN Not Detected,,,,
TH6V,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/28/2022,20487R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
TH6W,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/23/2019,14583B,B,,,,,,,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH6X,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/14/2020,15020R,R,,,,,,,Ante-mortem Rectal,3/28/2017,10953B,Not detected
TH6Y,White-Tailed Deer,F,7/10/2017,Birth,7/10/2017,,Transferred,3/30/2022,17903R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
TH70,White-Tailed Deer,F,7/10/2017,Birth,7/10/2017,,Transferred,4/13/2019,4810R,R,,,,,,,,,,
TH71,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/12/2018,11499R,R,,,,,,,,,,
TH72,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Death,1/12/2018,,,1/12/2018,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,1/12/2018,"Obex Location, RLN Not Detected",,,,
TH73,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
VL6F,White-Tailed Deer,F,6/10/2015,Transferred,2/28/2018,11023B,Transferred,4/7/2022,4992R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
VPJF,White-Tailed Deer,F,6/20/2016,Transferred,4/27/2021,13788B,Death,7/22/2024,,,7/22/2024,Giving Birth,10953B,Post-mortem Obex and RLN,7/22/2024,Obex and RLN Not Detected,Ante-mortem Rectal,9/27/2023,10953B,Not detected
VPNG,White-Tailed Deer,F,6/7/2015,Transferred,3/1/2018,13788B,Transferred,4/29/2021,2577B,B,,,,,,,Ante-mortem Rectal,11/3/2022,2577B,Not detected
VT6K,White-Tailed Deer,F,6/15/2015,Transferred,3/1/2018,1427B,Transferred,4/9/2020,17923B,B,5/20/2024,Pneumonia,17923B,Post-mortem Obex and RLN,5/21/2024,Obex and RLN Not Detected,,,,
VT6R,White-Tailed Deer,F,6/16/2015,Transferred,4/5/2017,1427B,Transferred,4/9/2020,17923B,B,3/25/2022,Accidental Death or Injury,17923B,Post-mortem Obex and RLN,3/25/2022,Obex and RLN Not Detected,,,,
VT75,White-Tailed Deer,M,6/17/2015,Transferred,9/18/2018,1427B,Transferred,9/18/2020,15660R,R,,,,,,,,,,
VT78,White-Tailed Deer,F,6/18/2015,Transferred,4/5/2017,1427B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
VT81,White-Tailed Deer,F,6/23/2015,Transferred,3/1/2018,1427B,Death,9/18/2023,,,9/18/2023,Pneumonia,10953B,Post-mortem Obex and RLN,9/18/2023,Obex and RLN Not Detected,,,,
VW9Y,White-Tailed Deer,F,5/24/2015,Transferred,10/10/2018,1427B,Transferred,4/8/2022,18661B,B,6/29/2023,Culled for CWD Testing,18661B,Post-mortem Obex and RLN,6/29/2023,Obex and RLN Not Detected,,,,
W7KX,White-Tailed Deer,F,6/16/2016,Transferred,12/19/2019,1689B,Death,7/24/2023,,,7/24/2023,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,7/24/2023,Obex and RLN Not Detected,Ante-mortem Rectal,7/24/2023,10953B,Not detected
W9WY,White-Tailed Deer,F,6/24/2015,Transferred,5/8/2018,2577B,Transferred,5/15/2019,3963R,R,,,,,,,,,,
W9Y8,White-Tailed Deer,F,7/28/2015,Transferred,5/8/2018,2577B,Transferred,5/15/2019,3963R,R,,,,,,,,,,
W9YJ,White-Tailed Deer,F,7/31/2015,Transferred,5/8/2018,2577B,Transferred,3/14/2020,15020R,R,,,,,,,,,,
WA6G,White-Tailed Deer,F,6/19/2019,Transferred,10/23/2021,10002B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
WCV1,White-Tailed Deer,F,5/30/2016,Transferred,10/8/2019,3363B,Death,11/2/2019,,,11/2/2019,EHD - Blue Tongue Disease,10953B,Post-mortem Obex and RLN,11/30/2019,Obex and RLN Not Detected,,,,
WH67,White-Tailed Deer,F,6/9/2015,Transferred,12/16/2015,3888B,Transferred,4/9/2020,17923B,B,,,,,,,,,,
WH69,White-Tailed Deer,M,6/9/2015,Transferred,12/16/2015,3888B,Death,10/20/2017,,,10/20/2017,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,10/20/2017,"Obex Location, RLN Not Detected",,,,
WTQ0,White-Tailed Deer,F,7/1/2015,Transferred,4/6/2017,1187B,Transferred,4/10/2019,4759B,B,8/14/2021,EHD - Blue Tongue Disease,16541B,Post-mortem Obex and RLN,8/14/2021,Obex and RLN Not Detected,,,,
X43M,White-Tailed Deer,F,5/28/2017,Transferred,3/1/2018,12014B,Death,2/7/2020,,,2/7/2020,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,2/7/2020,Obex and RLN Not Detected,,,,
X5B2,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/25/2018,4810R,R,,,,,,,,,,
X5B3,White-Tailed Deer,M,6/6/2016,Birth,6/6/2016,,Transferred,9/6/2019,4992R,R,,,,,,,,,,
X5B4,White-Tailed Deer,M,6/6/2016,Birth,6/6/2016,,Transferred,9/7/2019,4992R,R,,,,,,,,,,
X5B5,White-Tailed Deer,M,6/6/2016,Birth,6/6/2016,,Transferred,9/13/2019,4810R,R,,,,,,,,,,
X5B6,White-Tailed Deer,M,6/14/2018,Birth,6/14/2018,,Transferred,8/31/2021,20487R,R,,,,,,,Ante-mortem Rectal,7/1/2021,10953B,Not detected
X5B7,White-Tailed Deer,M,6/6/2016,Birth,6/6/2016,,Transferred,9/6/2019,4992R,R,,,,,,,,,,
X5B8,White-Tailed Deer,F,6/6/2016,Birth,6/6/2016,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
X5B9,White-Tailed Deer,F,6/6/2016,Birth,6/6/2016,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
X5BB,White-Tailed Deer,F,6/6/2016,Birth,6/6/2016,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
X5BC,White-Tailed Deer,F,6/6/2016,Birth,6/6/2016,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
X5BF,White-Tailed Deer,M,7/10/2017,Birth,7/10/2017,,Transferred,2/19/2020,15660R,R,,,,,,,,,,
X5BG,White-Tailed Deer,M,7/10/2017,Birth,7/10/2017,,Transferred,9/9/2020,4992R,R,,,,,,,,,,
X5BH,White-Tailed Deer,M,7/10/2017,Birth,7/10/2017,,Transferred,9/18/2020,18841R,R,,,,,,,,,,
X5BJ,White-Tailed Deer,F,6/14/2018,Birth,6/14/2018,,Transferred,4/29/2024,4859BO,BO,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
X5BK,White-Tailed Deer,M,6/16/2019,Birth,6/16/2019,,Transferred,9/9/2022,4992R,R,,,,,,,Ante-mortem Rectal,3/2/2022,10953B,Not detected
X5BL,White-Tailed Deer,F,7/10/2017,Birth,7/10/2017,,Transferred,3/23/2021,15660R,R,,,,,,,,,,
X5BM,White-Tailed Deer,M,7/10/2017,Birth,7/10/2017,,Transferred,4/8/2024,20487R,R,,,,,,,Ante-mortem Rectal,2/22/2024,10953B,Not detected
X5BN,White-Tailed Deer,M,6/16/2019,Birth,6/16/2019,,Transferred,9/9/2022,4992R,R,,,,,,,Ante-mortem Rectal,3/2/2022,10953B,Not detected
X5BP,White-Tailed Deer,F,7/10/2017,Birth,7/10/2017,,Transferred,4/13/2019,4810R,R,,,,,,,,,,
X5BQ,White-Tailed Deer,M,7/10/2017,Birth,7/10/2017,,Transferred,9/9/2020,4992R,R,,,,,,,,,,
XHRH,White-Tailed Deer,F,5/17/2016,Transferred,10/19/2019,2577B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
XJMN,White-Tailed Deer,F,5/25/2017,Transferred,9/29/2020,13643B,Death,7/24/2023,,,7/24/2023,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,7/24/2023,Obex and RLN Not Detected,Ante-mortem Rectal,7/24/2023,10953B,Not detected
XRH6,White-Tailed Deer,F,6/20/2016,Transferred,3/1/2018,2577B,Transferred,5/15/2019,3963R,R,,,,,,,,,,
XRJH,White-Tailed Deer,F,7/1/2016,Transferred,4/8/2020,2577B,Transferred,11/7/2020,19242D,D,,,,,,,,,,
XVB6,White-Tailed Deer,F,7/1/2016,Transferred,5/10/2019,1427B,Death,9/18/2019,,,9/18/2019,Pneumonia,10953B,Post-mortem Obex and RLN,9/22/2019,Obex and RLN Not Detected,,,,
XWTR,White-Tailed Deer,F,5/30/2016,Transferred,10/10/2018,1427B,Transferred,3/24/2020,2577B,B,,,,,,,Ante-mortem Rectal,11/3/2022,2577B,Not detected
XX0P,White-Tailed Deer,F,6/3/2016,Transferred,10/8/2019,13788B,Transferred,4/5/2022,12872B,B,8/7/2023,Pneumonia,12872B,Post-mortem Obex and RLN,8/8/2023,Not detected,,,,
XXMY,White-Tailed Deer,F,8/2/2016,Transferred,10/15/2020,1689B,Death,7/24/2023,,,7/24/2023,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,7/24/2023,Obex and RLN Not Detected,Ante-mortem Rectal,7/24/2023,10953B,Not detected
Y7XW,White-Tailed Deer,F,6/3/2017,Transferred,4/4/2018,5301B,Transferred,3/25/2019,2577B,B,12/27/2019,Accidental Death or Injury,2577B,Post-mortem Obex and RLN,12/27/2019,Obex and RLN Not Detected,,,,
YARA,White-Tailed Deer,F,6/3/2019,Transferred,3/12/2020,2420B,Death,11/24/2020,,,11/24/2020,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,12/1/2020,"Obex Location, RLN Not Detected",,,,
YARY,White-Tailed Deer,F,6/6/2019,Transferred,3/12/2020,2420B,Death,7/24/2023,,,7/24/2023,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,7/24/2023,"Obex Location, RLN Not Detected",,,,
YBCB,White-Tailed Deer,F,6/17/2018,Transferred,12/4/2018,1682B,Transferred,4/29/2024,4859BO,BO,,,,,,,Ante-mortem Rectal,10/6/2023,10953B,Not detected
YYW4,White-Tailed Deer,F,6/6/2018,Transferred,11/4/2021,13647B,Death,11/28/2023,,,11/28/2023,Pneumonia,10953B,Post-mortem Obex and RLN,11/29/2023,Obex and RLN Not Detected,Ante-mortem Rectal,9/27/2023,10953B,Not detected
YYX2,White-Tailed Deer,F,6/9/2017,Transferred,11/4/2021,13647B,Death,10/18/2024,,,10/18/2024,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,10/18/2024,Obex and RLN Not Detected,Ante-mortem Rectal,9/27/2023,10953B,Not detected
YYX3,White-Tailed Deer,F,6/10/2017,Transferred,11/9/2020,13647B,,,,,,,,,,,Ante-mortem Rectal,10/6/2023,10953B,Not detected
YYYN,White-Tailed Deer,F,6/13/2018,Transferred,11/9/2020,13647B,Transferred,4/7/2022,4992R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
